let WebInput = `Nr,Sted,År,Inndeling,Rnr,Region,Fnr,Fylke,Sum of Antall personer 6-15,Sum of Folkemengde,Kunstnertetthet,Kunstnermangfold,SKS tildelinger,Kulturformidling,Kunstnerisk Produksjon,Media,Kommunale Midler,Total Besøk,Betalende Besøk,TONO Arrangemanger,TONO Avregning,Billettselskap Arrangemanger,Billettselskap Omsettning,Filmfremvisninger,Kinobesøk,Mangfold filmframvisniger,Mangfold kinobesøk,Utlån,Besøk,Voksne aktive lånere,Teater Forestillinger,Teater Publikum,Dans Forestillinger,Timer,Mangfold Timer,Elever,Publikum,Mangfold Publikum,Frifond,Riksantikvar og Kulturminnefond,Statsbudsjett og Kulturråd,Historielag,Husflidlag,Kor,Korps,MVA Refusjon,Voksenopplæring
1941,Skjervøy,2012,Kommune,3080,Nord-Troms,19,Troms,366,2905,0.7,384,0,1.7,0,0.3,0,0,0,1,3.5,0.7,0.7,23.1,1,156,139,5.7,5.2,118.4,1,0.1,0,3.7,217,0.3,7,25,0,0,0,0,0.7,12.4,10,4.1,2.4
1941,Skjervøy,2013,Kommune,3080,Nord-Troms,19,Troms,355,2881,0.7,390,0,2.1,0.3,0.3,0,0.2,0.2,0.3,3.2,0.7,0.7,35.8,1.1,144,142,5.5,5.2,129.5,0.3,0.1,0,3.8,203,0.3,4.8,239,1.4,15.6,0,0,0,13.5,14.9,5.1,2.4
1941,Skjervøy,2014,Kommune,3080,Nord-Troms,19,Troms,324,2895,1,346,0,2.4,0,0.3,87.7,0.2,0,0.3,3.2,0.7,0.7,34.9,1.1,137,134,5,5.1,116.4,1.4,0.1,0.3,4.3,179,0.4,5.1,328,0,95,0,0,0,15.5,14.5,6.1,2.4
1941,Skjervøy,2015,Kommune,3080,Nord-Troms,19,Troms,316,2920,0.7,396,0,2.4,0,0,47.9,0.1,0.1,0,0,1.4,26.4,29.1,0.8,183,194,4.8,5.1,108.2,1.7,0.2,0,4.4,169,0.4,4.9,230,0,0,0,0,0,10.6,3.1,0,0
1942,Nordreisa,2012,Kommune,3080,Nord-Troms,19,Troms,592,4850,0.2,399,0,4.5,1.6,2.7,67.2,0,0,3.7,1.7,0.6,1.7,15.9,0.6,182,183,5.5,3,119.4,0,0,0,3.5,181,0.1,4,235,0,0,39.2,12.8,2.9,20,4.5,4.1,1.6
1942,Nordreisa,2013,Kommune,3080,Nord-Troms,19,Troms,601,4854,0.2,405,0,4.9,0.4,2.9,62.6,0.1,0.1,1.4,1.9,0.6,1.7,19.6,0.7,190,180,5,2.8,115.2,0,0,0,3.9,128,0.1,3.8,373,0,0,30.9,12.8,4.9,17.5,4.5,4.4,1.6
1942,Nordreisa,2014,Kommune,3080,Nord-Troms,19,Troms,603,4882,0.4,396,0,4.9,0.6,2.9,61.5,0.1,0,1.4,1.9,0.6,1.7,20.1,0.7,178,171,5.1,2.6,111.6,0,0,0,0.8,422,0,5.6,169,0,0,0,12.7,5.5,20.3,3.7,7.5,1.6
1942,Nordreisa,2015,Kommune,3080,Nord-Troms,19,Troms,619,4895,0.2,405,0,5.1,0,2.5,77,0.2,0.2,0,0,3.3,49.8,17.2,0.9,201,180,5.1,3.8,105.8,0.2,0,0,1.4,313,0.1,5.2,163,0,37,0,12.7,9.4,20.4,4.1,4.1,9
1943,Kvænangen,2012,Kommune,3080,Nord-Troms,19,Troms,144,1245,0,400,0,2.4,0,0,159,0,0,2.4,0.9,0.8,2.5,16.9,0.3,175,218,4.4,0,91.6,0.8,0.1,0,3.3,111,0.4,5.2,114,0,52.2,0,0,0.8,6.4,0,0,0
1943,Kvænangen,2013,Kommune,3080,Nord-Troms,19,Troms,140,1234,0,406,0,3.2,0,0,159.6,0.6,0.4,2.4,1.6,0.8,2.6,7.3,0.1,225,244,4.9,0,94,0.8,0.1,0,4.8,53,0.4,5.1,348,0,56.7,0,0,0,8.1,0,0,0
1943,Kvænangen,2014,Kommune,3080,Nord-Troms,19,Troms,128,1226,0.8,381,0,2.4,0,0,160.7,0.5,0,2.4,1.6,0.8,2.6,0,0,301,301,4.4,0,95.4,0,0,0,5.6,37,0.7,4.3,388,0,0,0,0,0,7.3,0,0,0
1943,Kvænangen,2015,Kommune,3080,Nord-Troms,19,Troms,127,1231,0.8,379,0,3.2,0.8,0,203.9,0.3,0.3,0,0,0.8,2.6,0,0,304,304,5.5,0,101.5,2.4,0.1,0,6,37,0.9,4.8,271,0,519.5,0,0,0,8.1,0,0,0
2002,Vardø,2012,Kommune,3083,Øst-Finnmark,20,Finnmark,197,2128,1.4,290,0,8.5,0,1.9,168.2,1.7,0.4,1.9,2.1,2.8,139.4,0,0,282,282,1,0.4,44.2,0,0,0,5.6,46,0.5,4.1,330,0,346.3,0,0,0.5,22.1,24.9,7.6,77.1
2002,Vardø,2013,Kommune,3083,Øst-Finnmark,20,Finnmark,200,2119,1.4,293,0,8,0.5,1.9,170.8,3.2,0.3,2.8,11.6,2.8,140,0,0,305,305,1.1,0.4,43.4,0,0,0,4.1,71,0.4,3.8,388,0,850.9,0,0,0,24.1,26.9,18.1,77.4
2002,Vardø,2014,Kommune,3083,Øst-Finnmark,20,Finnmark,189,2128,1.4,299,0,6.1,0,1.4,170.1,4.3,0.5,2.8,11.6,2.8,139.4,29.1,1,165,156,0.8,0.4,43.2,0,0,0.5,6.4,28,0.3,7.3,87,0,1012.5,0,0,0,22.6,20.2,33.4,77.1
2002,Vardø,2015,Kommune,3083,Øst-Finnmark,20,Finnmark,183,2137,0,406,0,9.8,0.5,1.4,176.4,12.9,1,0,0,3.3,169.5,73.9,1.8,77,86,0,0,0,1.9,0.3,0,6.5,97,0.3,5.5,204,0,1003.3,41.6,0,0,22.5,20.1,12.4,19.2
2003,Vadsø,2012,Kommune,3083,Øst-Finnmark,20,Finnmark,844,6163,2.8,70,0,6,0.8,12.5,136.1,0.9,0.1,4.2,2.3,6.8,229.5,0,0,282,282,6.4,7,254.1,0.8,0.1,0,3.6,69,0.2,6.4,231,0,0,198.8,7.1,2.3,17.2,18,28.5,18.8
2003,Vadsø,2013,Kommune,3083,Øst-Finnmark,20,Finnmark,836,6223,2.4,109,0,6.3,1,7.7,135,1.2,0.2,5.1,6.4,6.7,227.3,69.6,1.8,103,98,5.7,7.2,245.9,1.3,0.2,0,4.5,36,0.3,4.8,281,3.2,59,190.4,7.1,2.7,17.4,22,52.2,18.6
2003,Vadsø,2014,Kommune,3083,Øst-Finnmark,20,Finnmark,819,6239,3,89,0,5.6,1.4,4,172,1.1,0.5,5.1,6.4,6.7,226.7,71.8,1.5,81,102,5.9,6.8,232.6,1.4,0.3,0.2,3.4,138,0.2,6.1,92,0,91.4,320.6,7.1,2.7,9.8,19.7,68.6,18.6
2003,Vadsø,2015,Kommune,3083,Øst-Finnmark,20,Finnmark,785,6160,2.4,140,0,5.2,0.8,6.7,167.9,1.2,0.1,0,0,1.5,28,79.2,1.7,84,110,6.2,6.3,225.2,1.6,0.3,0,3.3,137,0.2,5.1,276,0,32.5,263.8,4.9,3.6,9.6,18.5,60.5,9.3
2004,Hammerfest,2012,Kommune,3081,Vest-Finnmark,20,Finnmark,1156,10072,1.8,228,40.3,4.5,0.7,5.9,179.7,1.5,0.6,2.8,7.6,3.9,149.4,0,0,282,282,5.1,5.4,203,1.6,0.2,1.7,4.9,34,0.3,4.2,246,0.8,0,580.9,11.6,10.6,11.7,2.9,2.9,49.5
2004,Hammerfest,2013,Kommune,3081,Vest-Finnmark,20,Finnmark,1189,10287,2.1,182,49.9,4.8,0.9,4.4,181.2,1.2,0.5,2.8,9.7,3.8,146.3,116.7,2.7,47,45,5,5,184.7,1.3,0.2,2.8,6.5,15,0.3,5.3,140,1.9,11.7,564.4,11.4,10.1,16.1,5.2,4.7,48.5
2004,Hammerfest,2014,Kommune,3081,Vest-Finnmark,20,Finnmark,1231,10417,2.6,165,22.9,4,1.2,5.5,184.3,1.4,0.9,2.8,9.5,3.7,144.4,113,2.5,52,64,4.3,4.9,157,0.9,0.2,4,6.2,26,0.3,5.5,195,3.7,0,1305.6,11.2,10.2,14.8,4.6,17.5,47.9
2004,Hammerfest,2015,Kommune,3081,Vest-Finnmark,20,Finnmark,1262,10455,2.7,183,22.4,3.9,0.6,4.9,189.3,1.9,0.6,0,0,4.1,169.9,116.3,2.7,53,48,4.1,5.5,160.7,0.8,0.2,3.1,6.1,31,0.3,5,179,0.9,0,136.9,11.2,10,12.1,4.1,9.9,39.2
2011,Kautokeino,2012,Kommune,3082,Midt-Finnmark,20,Finnmark,361,2923,10.6,8,146.8,1.4,22.6,4.4,150.2,0,0,7.5,14.7,0.7,2.3,0,0,282,282,2.3,0.1,49.9,7.5,0.8,0.7,0.9,417,0,3.9,383,0,0,0,0,0.3,15.1,0,0,0
2011,Kautokeino,2013,Kommune,3082,Midt-Finnmark,20,Finnmark,353,2931,9.9,7,161.4,1.7,21.8,4.4,153.9,0,0,2.7,17.2,0.7,2.3,0,0,305,305,2.1,0,43.7,7.2,0.5,0.3,0.5,400,0.2,4.4,321,4.4,126.2,136.5,0,0,10.9,0,0,0
2011,Kautokeino,2014,Kommune,3082,Midt-Finnmark,20,Finnmark,360,2914,10,10,162.5,2.1,23.7,3.4,172.3,0,0,2.7,17.3,0.7,2.4,0,0,301,301,0.4,0.5,41.5,6.5,0.5,0,0.5,405,0.1,6,98,0,0,49.6,0,0,0,0,63.2,0
2011,Kautokeino,2015,Kommune,3082,Midt-Finnmark,20,Finnmark,373,2956,9.1,17,241.5,1.4,21.7,4.1,174.2,0,0,0,0,1,1.7,0,0,304,304,0.4,0,32.5,8.1,0.9,0.7,0.5,412,0,7,213,0,0,20.3,0,0,8.5,0,47.7,0
2012,Alta,2012,Kommune,3081,Vest-Finnmark,20,Finnmark,2856,19646,2.1,192,11,2.6,0.9,4.5,88.3,0,0,2.7,4.3,3.3,123.5,361.3,6.9,4,4,3.5,5.6,130.2,0.9,0.1,0.1,1.7,233,0.2,3.4,360,3.6,0,7.6,9.8,4.5,8.4,7.4,1.7,10.3
2012,Alta,2013,Kommune,3081,Vest-Finnmark,20,Finnmark,2817,19822,2.1,193,22.6,3.1,1.2,4.4,114.7,2.1,1.6,3,6.5,3.2,122.4,183.5,2.6,36,57,3.1,5.1,121,0.6,0.1,0.1,1.7,265,0.2,3.6,341,8.6,30.3,9.1,9.7,5.1,9.7,7.3,5.5,10.2
2012,Alta,2014,Kommune,3081,Vest-Finnmark,20,Finnmark,2783,19898,2.3,170,10.8,3.3,1.4,5.2,52.5,2.3,1.7,3,6.5,3.2,122,176.3,2.5,10,39,2.7,5.2,115.6,0.6,0.1,0.1,2.3,209,0.2,4.7,312,3.7,9.1,13.1,9.6,5.2,9.5,6.6,6.3,10.2
2012,Alta,2015,Kommune,3081,Vest-Finnmark,20,Finnmark,2744,20097,2.3,191,10.9,3.5,0.8,4.3,58.8,2.7,2.3,0,0,5,202.6,174.5,2.5,7,67,2.5,4.5,111.7,0.4,0.1,0.1,2.2,194,0.2,4.6,287,3.8,1.5,24.6,9.6,5.5,6.8,6.3,15.5,9.6
2014,Loppa,2012,Kommune,3081,Vest-Finnmark,20,Finnmark,106,1070,1.9,267,0,1.9,2.8,0,0,0,0,0,10.6,1.9,8.7,18.7,0.4,167,216,9.5,3.8,228,0.9,0,0,3.6,128,0.5,4.6,256,0,0,0,0,15.9,0,15,0,11.2
2014,Loppa,2013,Kommune,3081,Vest-Finnmark,20,Finnmark,87,1027,1.9,270,24.3,1.9,2.9,0,0,0,0,2.9,3.2,1.9,9,19.5,0.3,163,230,9.9,3.3,221,0,0,0,4.4,82,0.5,5.5,184,0,0,0,0,18.5,0,15.6,0,11.7
2014,Loppa,2014,Kommune,3081,Vest-Finnmark,20,Finnmark,80,989,3,180,0,3,3,0,84.9,0,0,3,3.3,2,9.4,12.1,0.3,221,213,7.6,2.6,189.1,0,0,0,5.7,73,0.4,7.9,225,0,0,0,0,19.2,0,6.1,0,12.1
2014,Loppa,2015,Kommune,3081,Vest-Finnmark,20,Finnmark,67,951,3.2,177,0,3.2,0,0,0,0,0,0,0,1.1,0.5,16.8,0.5,189,189,7.2,3.3,200.8,0,0,0,4.5,199,0.4,6,153,0,0,0,0,20,51.5,6.3,0.9,17.9
2015,Hasvik,2012,Kommune,3081,Vest-Finnmark,20,Finnmark,98,1023,1,373,0,3.9,0,0,0,0,0,8.8,12.6,1,1.1,0,0,282,282,1.4,1.3,82.1,2,0.1,0,4.6,106,0.3,4.6,298,0,684.3,0,0,10.8,0,0,0,0
2015,Hasvik,2013,Kommune,3081,Vest-Finnmark,20,Finnmark,100,1037,1,367,0,2.9,0,0,0,0,0,7.7,18.2,1,1.1,0,0,305,305,0.7,1.2,80,0,0,0,3.8,190,0.3,3.8,411,0,0,48.2,0,8.7,0,0,0,0
2015,Hasvik,2014,Kommune,3081,Vest-Finnmark,20,Finnmark,95,1041,1,366,0,1.9,0,0,0,0,0,7.7,18.1,1,1.1,0,0,301,301,4.5,1.2,79.7,0,0,0,3.5,211,0.2,6.5,202,9.6,240.2,76.8,0,8.6,0,0,0,0
2015,Hasvik,2015,Kommune,3081,Vest-Finnmark,20,Finnmark,98,1054,1.9,268,0,1.9,0,0,0,0,0,0,0,9.5,395.5,0,0,304,304,3.6,1.1,77.8,2.8,0.1,0,3.8,129,0.2,5.4,355,0,0,75.9,0,8.5,0,0,0.7,0
2017,Kvalsund,2012,Kommune,3081,Vest-Finnmark,20,Finnmark,101,1036,1.9,250,0,0,1.9,0,0,0,0,1,0.8,1,1.3,0,0,282,282,2.3,0,89.8,0,0,0,2.7,294,0.1,4.7,269,0,0,0,0,4.8,24.1,0,0,0
2017,Kvalsund,2013,Kommune,3081,Vest-Finnmark,20,Finnmark,112,1051,1.9,259,0,0,1,0,0,0,0,2.9,2.2,1,1.3,0,0,305,305,1.1,0,90.4,1,0,0,1.6,178,0.1,6.7,9,0,0,0,0,0,23.8,0,0,0
2017,Kvalsund,2014,Kommune,3081,Vest-Finnmark,20,Finnmark,102,1049,1.9,252,0,1,1.9,0,0,0,0,2.9,2.2,1,1.3,0,0,301,301,0.9,0,56.2,0,0,0,1.3,306,0.1,7.4,20,0,0,0,0,0,0,0,0,0
2017,Kvalsund,2015,Kommune,3081,Vest-Finnmark,20,Finnmark,94,1035,1.9,267,0,0,0,0,0,0,0,0,0,1,1.5,0,0,304,304,0.5,0.7,56,0,0,0,1.4,297,0.2,8.4,14,0,9.7,0,0,0,10.6,0,0,0
2018,Måsøy,2012,Kommune,3081,Vest-Finnmark,20,Finnmark,117,1240,1.6,251,0,2.4,0.8,0,211.3,0.9,0.2,0.8,3.4,2.4,3.4,0,0,282,282,3.6,0.4,73.4,0.8,0,0,9,115,0.8,6.2,192,0,0,0,60.5,0.8,0,42.7,4.8,0
2018,Måsøy,2013,Kommune,3081,Vest-Finnmark,20,Finnmark,120,1241,1.6,255,0,1.6,0.8,0,217.6,1,0.3,1.6,8.9,2.4,3.4,0,0,305,305,0.5,0,16.1,0.8,0,0,9.4,106,0.7,5.6,119,0,0,0,60.4,0,0,42.7,6.9,0
2018,Måsøy,2014,Kommune,3081,Vest-Finnmark,20,Finnmark,118,1241,1.6,251,0,2.4,0.8,0,232.9,0.9,0.2,1.6,8.9,2.4,3.4,0,0,301,301,0.3,0.2,35.5,0,0,0,11.3,11,0.4,9.5,6,0,0,0,60.4,0,0,25.8,16.3,0
2018,Måsøy,2015,Kommune,3081,Vest-Finnmark,20,Finnmark,109,1215,2.5,235,0,1.6,1.6,0,256.8,1,0.2,0,0,1.6,0.7,0,0,304,304,5,4,135.8,0.8,0.1,0,9.4,12,0.5,6.1,232,0,35.4,0,61.7,0,0,23,0,0
2019,Nordkapp,2012,Kommune,3081,Vest-Finnmark,20,Finnmark,377,3205,1.6,306,0,8.4,1.6,2.2,292,3.5,1.9,1.9,1.9,0.6,3.7,0,0,282,282,2.8,0.6,56.8,1.2,0.1,0,4.6,66,0.2,6.1,358,1.2,0,0,0,0,13.4,29,18.1,63
2019,Nordkapp,2013,Kommune,3081,Vest-Finnmark,20,Finnmark,369,3213,1.2,302,0,10.6,1.9,1.9,187.4,2.6,1.7,1.9,0,0.6,3.7,142.2,2.6,27,27,2.6,0.7,53.8,0.3,0.1,0,5.2,76,0.1,6.1,238,3.3,311.2,21.8,0,0,14.6,25.8,30.7,62.9
2019,Nordkapp,2014,Kommune,3081,Vest-Finnmark,20,Finnmark,382,3278,1.2,319,0,10.7,1.5,1.8,447.5,2,1.6,1.8,0,0.6,3.6,170.2,3,9,13,2.4,0.8,64.1,0.9,0.2,0.3,3.3,86,0.1,9.3,134,1.5,84.2,152.5,0,0,17.4,21,25.4,61.6
2019,Nordkapp,2015,Kommune,3081,Vest-Finnmark,20,Finnmark,369,3276,0.9,375,0,7.3,1.2,1.8,428.3,1.9,1.7,0,0,0.6,5.2,163.6,2.9,9,23,2.6,0.9,58.6,1.8,0.2,0,3.4,75,0.2,4.9,316,1.5,127.4,22.9,0,0,19.5,22.3,28.8,48.2
2020,Porsanger,2012,Kommune,3082,Midt-Finnmark,20,Finnmark,460,3968,2,126,102.3,3.3,1,9.6,57.2,0,0,2.5,33.4,1.8,1039.6,0,0,282,282,4.1,2.6,131.3,1.5,0.1,0,3.6,201,0.2,3.3,389,2,0,75.6,25.2,13.9,12.3,0,2.9,44.4
2020,Porsanger,2013,Kommune,3082,Midt-Finnmark,20,Finnmark,452,3963,2,131,57,4.5,1,8.3,55.8,0.6,0.6,3.5,28.1,1.8,1040.9,91.8,2.1,59,71,4.5,2.7,128.4,1.3,0.1,0,2.9,266,0.2,4.9,275,0,126.2,50.5,25.2,14.1,12.4,0,3.7,44.4
2020,Porsanger,2014,Kommune,3082,Midt-Finnmark,20,Finnmark,431,3925,2.5,83,60.8,4.1,0.8,8.7,70.3,0.5,0.5,3.6,28.3,1.8,1051,99.4,1.9,68,81,4.8,2.7,149,1,0.1,0.3,3.1,257,0.1,6.8,72,1.2,140.9,25.5,25.5,14.3,18.6,0,10.2,44.8
2020,Porsanger,2015,Kommune,3082,Midt-Finnmark,20,Finnmark,420,3978,2.8,57,58.8,3.8,1.3,9.8,73.2,0.8,0.6,0,0,2.8,1575.7,93.3,2.1,74,76,4,2.7,140.3,1.3,0.2,0.3,3.9,121,0.1,5.6,164,0,17.6,0,8.3,14.1,14.1,0,23.1,43.5
2021,Karasjok,2012,Kommune,3082,Midt-Finnmark,20,Finnmark,350,2721,3.3,56,3.7,17.6,5.1,50,0,0,0,2.6,3.5,4.4,103,0,0,282,282,5.3,3.9,204,3.3,0.3,0.7,4.2,70,0.4,5.7,314,2.6,0,0,21.7,0.4,5.1,5.9,2.6,4.8
2021,Karasjok,2013,Kommune,3082,Midt-Finnmark,20,Finnmark,339,2698,3.7,53,0,16.3,4.4,49.7,0,3.5,1.9,2.6,3.5,4.4,103.9,0,0,305,305,4.5,3.3,156.4,2.6,0.2,0.4,2.8,93,0.2,5.9,133,0,0,0,21.9,0,6.3,5.6,0.3,4.8
2021,Karasjok,2014,Kommune,3082,Midt-Finnmark,20,Finnmark,332,2708,3.7,62,0,15.9,5.9,47.3,0,3,1.9,2.6,3.5,4.4,103.5,0,0,301,301,3.6,2.2,138.8,1.1,0.1,0,3.8,145,0.2,6.5,69,0,0,369.3,21.8,0,1.5,5.5,1.5,4.8
2021,Karasjok,2015,Kommune,3082,Midt-Finnmark,20,Finnmark,317,2668,3.4,63,0,16.1,2.6,42.7,0,1.6,1.4,0,0,1.5,74,0,0,304,304,4.5,1.6,130.1,0,0,0,7.7,26,0.4,4.8,329,0,0,0,22.1,0,1.1,5.6,2.1,0
2022,Lebesby,2012,Kommune,3082,Midt-Finnmark,20,Finnmark,173,1339,1.5,333,0,1.5,0,4.5,0,0,0,4.5,15.9,0.7,1.4,0,0,282,282,3.8,2.7,0,0,0,0,3.5,186,0.2,3.7,364,0,0,0,0,9,11.9,0,1.6,48.5
2022,Lebesby,2013,Kommune,3082,Midt-Finnmark,20,Finnmark,161,1341,2.2,268,0,2.2,0,5.2,75.3,0,0,9.7,19.8,0.7,1.4,32.1,1.5,140,122,3.2,1.9,268.5,0.7,0.1,0,5.7,238,0.3,4.8,245,0,242.4,37.3,0,9.7,14.2,0,2.3,48.5
2022,Lebesby,2014,Kommune,3082,Midt-Finnmark,20,Finnmark,157,1343,1.5,341,0,1.5,0,6,55.8,0,0,9.7,19.7,0.7,1.4,49.9,1.5,118,96,4.1,2.5,73.7,1.5,0.2,0.7,3.3,293,0.1,5.5,176,0,74.5,22.3,0,9.7,14.1,0,6.6,48.4
2022,Lebesby,2015,Kommune,3082,Midt-Finnmark,20,Finnmark,159,1318,2.3,287,0,3,0.8,5.3,0,0,0,0,0,1.5,20.8,44,1,94,126,2.4,2.2,131.3,2.3,0.1,0,6.9,109,0.4,4.8,374,0,0,37.9,0,9.1,4.6,0,11.5,32.6
2023,Gamvik,2012,Kommune,3083,Øst-Finnmark,20,Finnmark,92,1063,0,400,0,0.9,0,0.9,362.2,1.6,0.7,4.7,19.6,0.9,0.9,0,0,282,282,2.1,0.9,48,0,0,0,2.3,275,0.2,3.5,372,15.1,0,0,0,0.9,24.5,0,0.9,0
2023,Gamvik,2013,Kommune,3083,Øst-Finnmark,20,Finnmark,90,1098,0,406,0,1.8,0,0,357.9,3.8,1.9,3.6,17.5,0.9,0.8,0,0,305,305,1.5,1.3,35.5,0.9,0,0,1.8,313,0.2,4.1,353,0,0,52.8,0,0,23.7,0,0.9,0
2023,Gamvik,2014,Kommune,3083,Øst-Finnmark,20,Finnmark,89,1116,0,406,0,0.9,0,0,360.2,4.9,1.5,3.6,17.2,0.9,0.8,0,0,301,301,2.3,1.4,51.1,0,0,0,4.7,125,0.4,5.6,158,0,0,71.7,0,0,0,0,1.7,0
2023,Gamvik,2015,Kommune,3083,Øst-Finnmark,20,Finnmark,85,1139,0,406,0,0.9,0,0,360.8,3.2,1.2,0,0,0.9,1,14,0.5,242,253,2,1.6,46.5,0,0,0,4.9,153,0.4,4.3,385,0,0,87.8,0,0,0,0,4.8,0
2024,Berlevåg,2012,Kommune,3083,Øst-Finnmark,20,Finnmark,109,1025,1,343,0,3.9,1,0,319,1.2,0.6,5.9,1.3,2.9,53.2,0,0,282,282,1.8,2.1,0,0,0,0,5.2,122,0.4,6,285,0,0,0,0,0,77.1,35.1,13.1,151.2
2024,Berlevåg,2013,Kommune,3083,Øst-Finnmark,20,Finnmark,112,1057,0.9,350,0,2.8,1.9,0,233.7,1.4,0.6,1.9,1.9,2.8,51.5,88.9,1.9,83,103,1.5,1.8,0,0,0,0,6.4,45,0.4,4.3,338,24.6,891.7,0,0,0,60.5,35,24.4,146.6
2024,Berlevåg,2014,Kommune,3083,Øst-Finnmark,20,Finnmark,101,1020,1,352,0,3.9,2.9,0,274.5,1.3,0.6,2,2,2.9,53.4,89.2,1.6,92,118,1.6,1.3,0,0,0,0,8.6,2,0.5,6.9,111,46.1,588.2,0,0,0,52,34.3,73.7,152
2024,Berlevåg,2015,Kommune,3083,Øst-Finnmark,20,Finnmark,90,1000,0,406,0,5,1,0,258,1.3,0.6,0,0,1,2.6,82,1.3,98,129,1.3,0.8,0,0,0,0,9.3,35,0.8,5.5,319,0,300,0,0,0,53,45,20.7,15
2025,Tana,2012,Kommune,3082,Midt-Finnmark,20,Finnmark,353,2900,1,345,0,2.1,2.8,0.3,136.2,0,0,1.4,0.8,0.3,1.5,0,0,282,282,3.5,1.2,115.5,2.8,0.1,0.3,3.1,76,0.3,3,418,1.4,0,0,0,0.7,0,0,1.4,8.6
2025,Tana,2013,Kommune,3082,Midt-Finnmark,20,Finnmark,330,2883,1.4,285,41.6,2.4,3.1,1,113.1,0,0,2.4,6,0.3,1.5,19.4,0.6,206,188,3.4,1.7,125.6,1,0.1,0.3,3.2,103,0.5,2.9,423,0,70.8,0,0,0.7,0,0,1.9,8.7
2025,Tana,2014,Kommune,3082,Midt-Finnmark,20,Finnmark,324,2909,1.4,286,0,3.1,3.1,0.7,119.6,0.2,0,2.4,5.9,0.3,1.5,16.2,0.6,197,189,3.2,1.7,134.4,3.1,0.3,0.3,2,150,0.2,6.9,29,0,53.1,0,0,0.7,16.8,0,2.5,8.6
2025,Tana,2015,Kommune,3082,Midt-Finnmark,20,Finnmark,301,2922,1.7,221,20.5,4.1,2.1,0.7,123.5,0.2,0,0,0,0.7,33.6,16.4,0.5,216,224,3,1.7,140,1,0,0.3,2.6,243,0.2,6.1,124,0,15.2,0,0,0,2.1,0,3.3,6.2
2027,Nesseby,2012,Kommune,3083,Øst-Finnmark,20,Finnmark,68,882,1.1,318,0,18.1,6.8,0,4767.6,0,0,2.3,0.6,1.1,1.3,0,0,282,282,3.3,1.4,142.9,3.4,0.1,1.1,4,274,0.4,3,419,0,0,0,0,0,34,0,0,0
2027,Nesseby,2013,Kommune,3083,Øst-Finnmark,20,Finnmark,69,919,1.1,322,0,23.9,5.4,0,1702.9,26.4,13.2,2.2,1.8,1.1,1.3,0,0,305,305,2.1,1.1,131.7,3.3,0.1,1.1,3.6,280,0.4,13.1,6,0,227.4,0,0,0,31.6,0,7.6,0
2027,Nesseby,2014,Kommune,3083,Øst-Finnmark,20,Finnmark,79,934,1.1,343,0,23.6,4.3,0,1205.6,9.9,1.2,2.1,1.8,1.1,1.2,0,0,301,301,3.2,1.4,133.8,0,0,0,3.2,301,0.2,4.9,303,0,190.6,0,0,0,0,0,3.8,0
2027,Nesseby,2015,Kommune,3083,Øst-Finnmark,20,Finnmark,100,959,2.1,209,0,21.9,3.1,0,1370.2,11,5.1,0,0,1,1.2,0,0,304,304,2.6,1.2,112.6,0,0,0,4.4,247,0.3,3.9,415,0,0,0,0,0,26.1,0,2.5,0
2028,Båtsfjord,2012,Kommune,3083,Øst-Finnmark,20,Finnmark,273,2162,0.5,361,0,2.3,0,0,0,0,0,1.9,7,1.4,13.7,0,0,282,282,1.9,1,82.8,1.4,0.1,0,4,170,0.3,4.2,386,0,0,0,27.8,0,21.3,4.6,0.8,31.5
2028,Båtsfjord,2013,Kommune,3083,Øst-Finnmark,20,Finnmark,260,2207,0.5,375,0,1.8,0,0,4.5,0,0,0.5,3.4,1.4,13.4,32.6,1.4,122,104,1.6,0.8,72.9,0.5,0.1,0,5.6,92,0.4,3,420,0,247.2,0,27.2,0,22.2,4.1,1.1,30.8
2028,Båtsfjord,2014,Kommune,3083,Øst-Finnmark,20,Finnmark,266,2235,0.4,378,0,1.8,0,0,26.8,0,0,0.4,3.4,1.3,13.2,34,1.1,140,138,1.6,0.9,71.1,1.3,0.2,0.4,6.2,84,0.3,6.4,79,0,85,0,26.8,0,19.2,3.6,2.7,30.4
2028,Båtsfjord,2015,Kommune,3083,Øst-Finnmark,20,Finnmark,242,2211,0.5,371,0,1.8,0,0,27.1,0,0,0,0,1.4,15.8,33,1.3,140,134,1.5,0.8,79.6,1.4,0.1,0,6.1,74,0.4,4.3,395,0,31.7,0,24.9,0,14.5,4.5,1.5,22.2
2030,Sør-Varanger,2012,Kommune,3083,Øst-Finnmark,20,Finnmark,1205,9968,0.7,380,32.2,3.5,1,3.7,195,2.2,1,1.7,3.8,2.7,144,0,0,282,282,5.9,5.4,168.5,0.6,0.1,0.3,13,5,0.3,4.1,262,0.6,0,6.5,0,6.1,13.1,7.3,4.5,35.8
2030,Sør-Varanger,2013,Kommune,3083,Øst-Finnmark,20,Finnmark,1175,10090,1,342,60.1,3.4,1.5,3.9,395.2,2,1,3.2,10,2.7,142.2,85.5,2.4,78,61,5.4,4.8,169,0.9,0.1,0.7,4,22,0.3,3.6,395,0.8,106.3,7.4,0,5.3,16.1,7.7,7.2,35.4
