let WebInput = `Nr,Sted,År,Inndeling,Rnr,Region,Fnr,Fylke,Sum of Antall personer 6-15,Sum of Folkemengde,Kunstnertetthet,Kunstnermangfold,SKS tildelinger,Kulturformidling,Kunstnerisk Produksjon,Media,Kommunale Midler,Total Besøk,Betalende Besøk,TONO Arrangemanger,TONO Avregning,Billettselskap Arrangemanger,Billettselskap Omsettning,Filmfremvisninger,Kinobesøk,Mangfold filmframvisniger,Mangfold kinobesøk,Utlån,Besøk,Voksne aktive lånere,Teater Forestillinger,Teater Publikum,Dans Forestillinger,Timer,Mangfold Timer,Elever,Publikum,Mangfold Publikum,Frifond,Riksantikvar og Kulturminnefond,Statsbudsjett og Kulturråd,Historielag,Husflidlag,Kor,Korps,MVA Refusjon,Voksenopplæring
2030,Sør-Varanger,2014,Kommune,3083,Øst-Finnmark,20,Finnmark,1183,10221,1,339,82.8,3.6,1,3.3,339.4,2.2,1,3.1,9.8,2.6,140.4,87.1,2.4,75,68,4.2,3.5,138,0.7,0.1,0.4,4.8,21,0.3,6,74,0,403,0,0,5.3,16.7,7.8,5.6,34.9
2030,Sør-Varanger,2015,Kommune,3083,Øst-Finnmark,20,Finnmark,1168,10227,1.1,343,110.9,3.5,0.8,3.5,281.3,2.4,1.1,0,0,2.5,191.4,88.9,2.6,62,49,3.5,3.2,138.8,0.9,0.1,0.2,2.4,92,0.3,5.7,277,0,502.7,117.3,0,4.8,11.5,8.2,8.3,19.9
3001,Halden,2012,Region,3001,Halden,,,3569,29880,2.1,36,20.4,2.3,1.9,2,11.1,1,0,1.6,11.2,4.3,710.5,32.4,1.4,55,49,3.9,3.9,115.1,0.1,0,0,0.7,83,0.1,4.7,72,4.7,95.1,2.5,26.9,2.5,5.7,4.8,3.1,7.6
3001,Halden,2013,Region,3001,Halden,,,3552,30132,1.8,41,12.5,2.2,1.7,2.9,12.4,1,0.5,1.5,9.7,4.2,704.6,33.6,1.4,55,52,3.6,3.4,79,0.2,0,0,0.6,84,0.1,4.6,52,9,139.6,743.3,26.7,2.7,2.7,4.4,6.5,7.5
3001,Halden,2014,Region,3001,Halden,,,3597,30328,1.8,51,0,2.2,1.6,1.5,9.9,1.1,0.4,1.5,9.7,4.2,700,32.2,1.2,57,57,3.5,3.2,111.9,0.4,0.1,0,0.7,84,0.1,4.7,77,7.6,283.7,767,26.5,2.8,2.2,4.5,6.4,7.5
3001,Halden,2015,Region,3001,Halden,,,3630,30544,2,51,2,2,1.6,1.2,9.8,1.3,0.2,0,0,5.1,665.8,32.3,1.4,59,46,3.6,3.4,107.1,2.3,0.5,0.1,0.7,84,0.1,4.7,69,2.8,144.8,786.4,21.8,2.8,3.3,4.5,7.7,8.7
3002,Indre Østfold,2012,Region,3002,Indre Østfold,,,7457,59468,1.4,60,10.1,0.7,1.7,1.8,30.6,0.2,0,1.6,5.1,1,60.7,43.7,1.2,42,55,7.5,5.4,153.1,0.1,0,0,1.6,73,0.1,5.2,29,1.9,4.3,0,28.8,3,17.2,13,6.4,10.1
3002,Indre Østfold,2013,Region,3002,Indre Østfold,,,7431,60303,1.4,62,10.8,0.8,1.6,1.2,49.7,0.2,0.2,1.8,5.9,0.9,59.8,43.1,1.3,52,51,6.6,4.9,146.7,0.1,0,0,1.8,72,0.1,5.5,15,2.3,36.3,1.7,28.4,2.6,16.5,13.5,11.2,9.9
3002,Indre Østfold,2014,Region,3002,Indre Østfold,,,7444,60689,1.4,63,13.4,0.9,1.8,1.1,45.8,0.2,0.1,1.8,5.9,0.9,59.4,41.4,1.2,52,52,6.2,3.7,138.4,0.3,0.1,0,1.7,65,0.1,5.2,44,1.5,5.6,2.3,28.2,2.6,17.5,14.1,9.8,9.9
3002,Indre Østfold,2015,Region,3002,Indre Østfold,,,7504,60984,1.4,62,9.5,0.8,1.7,0.9,45.5,0.2,0.1,0,0,1.7,104.4,41.3,1.2,56,61,5.7,5.4,131.9,0.6,0.2,0.1,1.7,63,0.1,5.4,23,0.4,13.6,5.3,20.8,2.4,15.5,13.4,9.8,9.1
3003,Mosseregionen,2012,Region,3003,Mosseregionen,,,7161,57865,2.9,16,17.5,1.3,1.6,2.3,95.5,0.1,0,2.3,3,2.6,111.6,95.9,2,19,33,3.6,2.2,101.7,0,0,0,1.2,74,0.1,5.6,14,1.4,1.4,9,9.3,6.2,14.8,7.4,3.5,14.4
3003,Mosseregionen,2013,Region,3003,Mosseregionen,,,7135,58491,2.9,16,17.3,1.1,1.8,2.4,103.8,0.9,0.2,2.1,5.4,2.6,110.4,100.6,2,15,31,3.7,2.3,115.1,0,0,0,1.1,80,0.1,5.8,10,2.3,29.9,29.7,9.2,5,13.7,7,5.6,14.2
3003,Mosseregionen,2014,Region,3003,Mosseregionen,,,7138,59350,2.9,18,12.8,1.2,1.6,2,97.2,0.7,0.1,2.1,5.3,2.5,108.8,94.7,1.8,18,38,3.6,2.3,110.2,0.4,0.1,0,1.2,76,0.1,5.3,50,0.3,57.5,15,9.1,5.1,11.9,8.4,7.8,14
3003,Mosseregionen,2015,Region,3003,Mosseregionen,,,7248,60183,2.7,20,15.5,0.9,1.4,1.2,96.8,0.7,0.6,0,0,1.3,66,97.7,2,15,40,3.5,1.8,81.8,0.7,0.2,0.2,1.2,75,0.1,5.4,33,0.4,38.3,16.7,12.6,4.7,12.6,7.9,8.2,13.2
3004,Nedre Glomma,2012,Region,3004,Nedre Glomma,,,16426,134787,2.6,21,24.5,1.8,1.9,2.1,41.4,0.3,0,1.9,2.6,2.1,118.5,86.1,2.5,18,12,4,2.7,109.6,0,0,0,0.9,66,0.1,5.2,48,2.6,4.5,12.4,7.3,1.9,19,9.7,5.7,14.9
3004,Nedre Glomma,2013,Region,3004,Nedre Glomma,,,16404,136036,2.7,19,27.6,1.9,2,1.8,52.7,0.3,0.1,3.3,4.6,2.1,117.4,86.7,2.4,14,13,3.9,2.6,106.2,0.2,0,0,1.1,67,0.1,5.2,34,4.2,11.2,16.6,7.2,2.2,18.8,8.9,7.8,14.8
3004,Nedre Glomma,2014,Region,3004,Nedre Glomma,,,16446,136831,2.9,19,29.1,1.9,1.9,1.7,38.1,0.2,0.1,3.3,4.5,2,116.8,86.7,2.3,12,10,3.8,2.4,102.2,0.4,0.1,0.1,0.8,78,0.1,5,56,2.6,9.8,30.5,7.2,2.3,18.2,9.4,11,14.7
3004,Nedre Glomma,2015,Region,3004,Nedre Glomma,,,16748,138156,2.9,17,25.3,1.6,2,1.4,34.3,0.1,0.1,0,0,2.6,146,86,2.5,15,9,3.7,2.7,96.8,1,0.2,0.1,0.7,78,0.1,5.1,43,2.7,14.6,12.4,6.3,2.1,17.3,8.9,10.1,16.8
3005,Akershus Vest,2012,Region,3005,Akershus Vest,,,24261,174095,5,3,45,2.4,3,2.2,27,0.2,0,1.3,3.8,1.4,747.7,90.9,2.3,17,17,6.5,3.2,179.1,0,0,0.2,1.7,82,0.1,5.5,58,2.9,0.4,12.5,0,5.8,15.8,12,7.9,9.5
3005,Akershus Vest,2013,Region,3005,Akershus Vest,,,24415,176926,4.9,3,44.8,2.3,3.4,2.1,23.8,0.4,0.3,1.8,6.2,1.4,735.8,91.6,2.2,9,14,6.1,3.2,173.2,0,0,0.3,1.8,81,0.1,5.3,43,4.1,5.6,20,0,6.6,15.1,11.8,11,9.4
3005,Akershus Vest,2014,Region,3005,Akershus Vest,,,24813,180256,5.1,3,41.3,2.4,3,2,18.8,0.5,0.2,1.8,6.1,1.4,722.2,89.9,2.1,10,16,5.8,4.9,170,0.3,0.1,0.6,1.8,81,0.1,5.5,53,3.2,21.8,6.5,0,6.6,15.2,12.6,12.6,9.2
3005,Akershus Vest,2015,Region,3005,Akershus Vest,,,24974,182454,5,4,38.4,1.9,2.7,1.6,38.3,0.6,0.4,0,0,1.4,487.2,84.3,2.1,19,23,5.4,4.7,160.9,0,0,0.3,1.7,82,0.1,4,82,2.9,6.2,14.2,0,6.5,16.9,12,13.6,11.1
3006,Follo,2012,Region,3006,Follo,,,18220,132470,6.1,2,74.9,2.3,2.5,1.4,7.6,0.3,0,1.6,2.6,2.3,178.4,79.2,2.1,21,20,5,5.2,148.7,0,0,0,1.9,56,0.2,5.5,7,3.2,0,7.3,11.1,4.8,15.3,10.6,4.6,12.7
3006,Follo,2013,Region,3006,Follo,,,18364,134304,6.1,2,69.3,2.4,2.7,1.5,6.9,0.7,0.1,2.4,2.5,2.3,175.9,79.3,2.1,20,16,5,5,150.2,0,0,0.1,2,53,0.2,4.6,42,3.9,5.3,8.4,11,4.4,15.4,10.5,7.8,12.5
3006,Follo,2014,Region,3006,Follo,,,18627,135956,6.1,2,71.5,2.6,2.7,1.4,10.2,0.9,0.1,2.4,2.5,2.3,173.8,80,2.1,17,14,4.9,5.7,150.2,0,0,0,2,58,0.2,4.7,63,3.1,1,8.6,10.9,4.5,14.7,9.1,9.1,12.3
3006,Follo,2015,Region,3006,Follo,,,19028,137965,6,2,69.3,1.9,2.6,1.1,7.8,0.7,0.1,0,0,2.7,170.1,80.3,2.2,22,15,4.7,5.8,133.6,0,0,0.1,2,53,0.2,4.4,77,2.6,8.2,24.8,11.1,4.4,14.3,8.9,9.4,12.3
3007,Nedre Romerike,2012,Region,3007,Nedre Romerike,,,21927,165676,2.4,20,10.6,1.1,2.7,1.4,28.9,0.5,0.1,1.6,4.5,1.4,121,75.5,2.3,27,22,4,2.7,112.6,0,0,0,1.8,77,0.2,5.4,25,3.3,31.9,2.7,27.9,7.4,14.6,10.4,6.4,14.2
3007,Nedre Romerike,2013,Region,3007,Nedre Romerike,,,22265,168542,2.5,21,8.6,1.1,2.8,1.3,25.6,0.5,0.1,2,4.4,1.4,118.9,76.2,2.3,21,19,3.9,2.5,112.7,0.1,0,0,1.7,75,0.2,5.5,27,4,37,3.7,27.4,7.8,13.5,10.1,9.2,14
3007,Nedre Romerike,2014,Region,3007,Nedre Romerike,,,22550,170769,2.6,22,13.4,1.1,2.7,1.1,25.5,0.5,0.1,2,4.4,1.4,117.4,78.4,2.2,20,13,3.9,2.6,111.1,0.3,0.1,0,1.7,72,0.2,5.4,25,3.4,41.6,3.6,27.1,8.1,13.7,10.5,12.4,13.8
3007,Nedre Romerike,2015,Region,3007,Nedre Romerike,,,22826,173904,2.5,22,15.3,0.9,2.6,1,27.5,0.5,0.1,0,0,1.6,131.9,72.9,2.4,28,26,3.7,2.7,110,0.3,0,0,1.8,69,0.2,5.1,46,2.3,33.2,1.3,8.3,8.2,12.6,10.1,13.5,15.4
3008,Øvre Romerike,2012,Region,3008,Øvre Romerike,,,12655,94158,2,44,13.4,1.2,1.6,0.9,28,0.8,0.3,1.7,4.1,2.1,131.6,51.8,1.7,39,40,3.5,3.7,108.5,0.1,0,0,1.7,69,0.2,5.3,34,3.7,11.7,1.1,6.9,5.7,11.8,11.7,4.9,10.9
3008,Øvre Romerike,2013,Region,3008,Øvre Romerike,,,12831,95985,2,44,13.4,1.3,1.7,0.9,43.9,0.7,0.3,1.7,3.9,2.1,129.1,51.2,1.7,46,34,3.4,3.8,108.4,0.1,0,0.1,1.7,73,0.1,4.9,36,5,17.3,104.1,6.8,6,11.3,10.6,8.6,10.7
3008,Øvre Romerike,2014,Region,3008,Øvre Romerike,,,13007,97918,1.9,56,7,1.4,1.6,0.9,42.2,2.5,2.4,1.7,3.8,2,126.5,47.2,1.6,46,40,3.3,3.4,101.6,0.2,0,0,1.8,69,0.1,5.1,46,3.9,26.4,76.3,6.7,6.1,10.9,10.1,7.5,10.5
3008,Øvre Romerike,2015,Region,3008,Øvre Romerike,,,13369,100210,1.9,56,12.8,1.1,1.6,0.7,40.2,1.1,0.5,0,0,2,138.7,44.9,1.7,53,48,3.2,2.8,98.2,0.1,0,0,1.5,71,0.1,5.1,51,3,34.9,0.7,6.6,6.1,8.7,9.5,8.4,10.4
3009,Oslo,2012,Region,3009,Oslo,,,60838,623966,11.4,1,169.7,8.9,8.5,18.1,162,1.4,0.5,5.7,33.3,5.2,730.7,64,3.6,22,2,4.4,3.4,115.6,5.5,1.4,0.9,0.4,84,0.1,3.8,81,4.7,3.4,370,3.8,2.2,14.6,9.1,10.4,6.7
3009,Oslo,2013,Region,3009,Oslo,,,62133,634463,11.1,1,175.4,8.8,8.6,17.4,156.9,7,3.7,7.8,33.3,5.1,718.7,51.8,3.3,25,2,4.4,3.3,112.8,5,1.5,1.2,0.4,83,0.1,3.4,78,5.2,5,330.5,3.7,1.7,14.4,9.1,13.7,6.6
3009,Oslo,2014,Region,3009,Oslo,,,63883,647676,11.4,1,194.3,8.8,8.4,16.6,146.1,6.1,3.8,7.6,32.7,5,704,58.1,3,25,4,4.2,3.3,110,6,1.5,1,0.5,83,0.1,3.8,80,4.6,8.8,385.3,3.7,1.7,15.6,8.9,17,6.4
3009,Oslo,2015,Region,3009,Oslo,,,66046,658390,11.4,1,204.3,7.5,7.8,15.4,140,6.6,3.7,0,0,5.5,794.6,54.5,3.2,23,4,3.9,3.3,108.2,5.7,1.4,0.9,0.5,83,0.1,4,78,3.8,4.4,408,5.7,1.6,16.2,9.3,19.7,6.6
3010,Fjellregionen,2012,Region,3010,Fjellregionen,,,1897,15299,2.8,35,0,1.1,3.3,0.8,74.1,2.4,1.5,3.8,7.9,2.1,40,41.8,1,40,54,9.4,8.2,217,0.9,0.1,0.1,5.3,4,0.5,4.9,48,0,160.3,2.6,6.7,12.4,31.7,32,9.3,22.7
3010,Fjellregionen,2013,Region,3010,Fjellregionen,,,1861,15166,3.2,27,13.3,1.2,3.2,1,66.7,2,1.2,3,8.9,2.1,40.3,53.9,1.3,28,46,9,7.9,220.6,2.2,0.2,0,5,7,0.4,4.7,47,3.1,416.2,3.3,6.8,12.3,32.2,30.9,20.8,22.9
3010,Fjellregionen,2014,Region,3010,Fjellregionen,,,1812,15109,3.2,36,13.6,1.3,3.9,0.9,36.7,3.5,0,3,8.9,2.1,40.5,64.3,1.1,27,46,9.8,7.5,210.2,1.9,0.3,0.1,5.8,7,0.4,5.6,47,0.9,305.7,6.6,6.8,13.3,29.8,32.4,24,23
3010,Fjellregionen,2015,Region,3010,Fjellregionen,,,1815,15055,3.4,33,46.1,1.3,3.9,0.4,58.1,0,0,0,0,4.3,98.8,55.9,1.3,30,47,9.4,7.8,221.5,1.6,0.2,0,5.4,7,0.4,5.4,66,5.6,262.2,22.9,7,12.8,29,32.7,25,21.7
3011,Glåmdal,2012,Region,3011,Glåmdal,,,5885,53339,2,40,36.2,1.2,1.9,2.2,16.6,0.5,0.3,2,5.7,1.3,57.2,22.7,0.9,62,62,4.1,4.4,124.5,0.4,0,0,2.6,34,0.2,5,35,2.2,17.6,50.5,16.6,8,12.7,8.2,4.1,10.6
3011,Glåmdal,2013,Region,3011,Glåmdal,,,5792,53318,2,42,46,1.3,1.9,2.2,20.6,0.5,0.3,1.9,8.2,1.3,57.3,23.6,1,62,61,4,4.3,123.6,0.7,0.1,0,2,64,0.2,4.6,50,2.9,58.4,53.1,16.6,10.2,10.1,7.5,5.3,10.6
3011,Glåmdal,2014,Region,3011,Glåmdal,,,5724,53232,2.1,41,48.7,1.1,1.8,2,23.7,0.6,0.3,1.9,8.2,1.3,57.3,21.9,0.9,64,62,3.9,4.8,122.8,0.5,0.1,0,1.9,63,0.1,5.7,33,1,32.6,52.6,16.6,8.9,10.4,9,7,10.6
3011,Glåmdal,2015,Region,3011,Glåmdal,,,5598,52988,2,53,44.4,0.9,1.8,1.8,20.6,0.5,0.4,0,0,1.3,63.6,23.3,1,64,63,4.1,5.1,123.4,0.5,0,0,1.9,58,0.1,4.9,70,1.2,42.8,54.9,21,9.5,11.2,7.8,6,8.3
3012,Hamarregionen,2012,Region,3012,Hamarregionen,,,10615,89645,2.9,17,18.9,1.8,2.3,1.9,51.2,0.5,0.5,3.2,7.9,3.1,209.9,39.2,1.7,43,38,5.2,4.2,145.8,0.7,0,0.2,1.4,63,0.1,5.3,28,2.7,51.6,31.2,5.4,5.9,16.5,14.8,10.7,18.6
3012,Hamarregionen,2013,Region,3012,Hamarregionen,,,10481,90266,2.9,15,25.8,1.8,2.5,1.9,26.2,0.6,0.5,3.8,10.9,3,208.4,38.6,1.7,41,25,4.9,3.8,146.7,1.4,0.1,0.1,1.6,51,0.1,5.2,35,3.8,153.4,37,5.4,6.3,15.9,14.1,16.1,18.5
3012,Hamarregionen,2014,Region,3012,Hamarregionen,,,10477,91015,3,15,28,1.7,2.6,1.7,26.6,0.8,0.5,3.8,10.8,3,206.7,56.2,1.7,29,21,4.7,5.3,154.6,1.2,0.2,0.1,1.6,61,0.1,6.1,36,2.6,74.3,41.1,5.4,6.3,15.9,14.4,18.5,18.4
3012,Hamarregionen,2015,Region,3012,Hamarregionen,,,10552,91424,2.9,15,24,1.6,2.7,1.2,28.3,0.6,0.2,0,0,3.7,243.2,55.9,2,33,22,4.7,4.5,143.1,1.3,0.2,0,1.7,61,0.1,5.5,48,2.4,94.4,48.2,5.3,6,17.1,14.7,20.6,17.1
3013,Sør Østerdal,2012,Region,3013,Sør Østerdal,,,4053,35436,1.9,50,0,0.9,2.8,4.2,22.9,3.4,2.9,3.7,9.7,1,32.7,68.6,1.9,29,30,4.1,4.2,147.9,0.9,0.1,0.2,1.5,58,0.3,5.2,15,7.4,64.2,5.4,14.4,6.2,17.3,15.6,5.8,16.5
3013,Sør Østerdal,2013,Region,3013,Sør Østerdal,,,4078,35683,2,44,1.7,1.2,2.4,4,24.7,3,2.6,3.2,10.5,1,32.4,71.5,1.9,35,37,3.8,4.1,145.8,1.3,0.1,0.1,2.8,16,0.2,5,44,6.2,45.8,4.2,14.3,5.4,17.2,13.8,9.1,16.4
3013,Sør Østerdal,2014,Region,3013,Sør Østerdal,,,4066,35797,2,47,0,1,2.6,3.9,32.2,3.9,2.6,3.2,10.4,1,32.3,72.4,1.8,37,42,3.5,3.8,136.6,1.3,0.1,0,2.8,15,0.3,5.8,36,4.6,45.2,1.4,14.2,7.9,16.6,14.3,8.7,16.3
3013,Sør Østerdal,2015,Region,3013,Sør Østerdal,,,4023,35889,2.1,38,5.9,0.6,2.4,3,31.5,3.7,2.6,0,0,1.2,38,72.5,2,32,31,3.7,3.4,134.2,0.9,0.1,0.1,2.8,16,0.3,5.3,55,2.7,58.1,15,14.2,8.2,17.8,14,9.6,13.9
3014,Gjøvikregionen,2012,Region,3014,Gjøvikregionen,,,8056,69633,2.4,34,24.7,1,2.3,1.5,53.4,1,0.7,1.8,4,3.2,282.8,40.9,1.7,45,42,4,3.3,138.4,0.5,0.1,0.1,2.3,50,0.2,3.8,75,3.7,12.3,4.4,6.7,5.8,16.8,15.7,6.1,12.8
3014,Gjøvikregionen,2013,Region,3014,Gjøvikregionen,,,7951,69921,2.4,30,27.2,1,2.1,1.5,50,0.9,0.6,2.9,5.7,3.2,281.6,42.2,1.7,44,40,4.3,3.6,133.4,0.8,0.1,0.1,2.2,45,0.2,3.5,74,3.9,78.4,5.2,6.7,6,14.9,15.3,9.7,12.7
3014,Gjøvikregionen,2014,Region,3014,Gjøvikregionen,,,7969,70523,2.4,32,20.1,1.1,2.2,1.3,51.7,1.1,0.6,2.9,5.6,3.1,279.2,42,1.6,41,37,4.4,3.6,132.3,0.5,0.1,0.1,2.3,37,0.2,5,55,3.7,96.5,8.7,6.6,6.2,14,16.7,11.1,12.6
3014,Gjøvikregionen,2015,Region,3014,Gjøvikregionen,,,7933,70732,2.4,32,17.2,0.9,1.8,1.1,44.3,1,0.6,0,0,3.2,303.1,43.3,1.9,50,45,4.3,3.7,131,0.8,0.1,0,2.5,29,0.2,4.6,63,5.3,64.3,17,6.6,6.2,13,16.5,12.2,12.3
3015,Hadeland,2012,Region,3015,Hadeland,,,3630,28874,2.4,27,29.4,1.4,1.7,1.1,45.1,0.3,0.1,1.6,15.9,1.9,115.6,7.8,0.3,77,75,6.6,3.6,146.2,0.3,0,0,1.9,67,0.2,6,24,5.5,46.1,4.8,13.7,3.4,22.6,13.1,5.4,14.5
3015,Hadeland,2013,Region,3015,Hadeland,,,3598,29075,2.4,26,30.3,1.3,1.9,1,39.8,1,0.4,1.3,16.3,1.9,114.8,9,0.3,79,79,5.8,5,149,0.8,0.1,0,2,60,0.2,4.6,45,4.7,85.7,4.8,13.6,5.1,24.7,13.5,14.9,14.4
3015,Hadeland,2014,Region,3015,Hadeland,,,3575,29287,2.6,23,40,1.6,2.2,0.9,42.9,1.2,0.3,1.3,16.2,1.9,114,7.4,0.3,79,78,5.3,5.2,144.3,0.4,0,0,2.1,47,0.1,3.9,81,4.5,157.8,21.9,13.5,10.8,20.3,13.1,11.1,14.3
3015,Hadeland,2015,Region,3015,Hadeland,,,3595,29368,2.5,24,20.2,1.1,2.6,0.7,38.4,1.2,0.4,0,0,2.1,131.7,6.6,0.4,80,72,5.1,5.5,146,0.4,0,0,2,44,0.1,5.3,24,1.7,138.3,68.7,10.6,11.1,18.2,12,13.5,14.2
3016,Lillehammerregionen,2012,Region,3016,Lillehammerregionen,,,4437,38093,3.3,8,58.3,1.9,6.2,5.5,97.4,4.2,4.2,3.9,5.2,3.3,275.2,83.6,3,11,5,4.5,5.7,178.9,0.5,0.1,0.1,2.4,55,0.2,4.5,63,7.8,15.4,81.1,22.3,7.6,21.1,17.7,9.8,29.1
3016,Lillehammerregionen,2013,Region,3016,Lillehammerregionen,,,4388,38355,3.4,8,68.9,2,6.9,5.7,111.5,6.3,4.6,4.3,5.1,3.3,273.3,82.6,3,7,6,4.4,6.7,176.3,1.3,0.1,0.2,2.6,41,0.2,4.4,40,6.9,8,84.3,22.1,8.6,20.8,16.2,14.7,28.9
3016,Lillehammerregionen,2014,Region,3016,Lillehammerregionen,,,4346,38575,3.6,8,63.1,1.8,6.4,5.2,99.3,6.7,4.8,4.3,5.1,3.2,271.7,82,2.7,6,6,4.3,6.6,174.8,0.7,0.1,0.1,2.5,46,0.2,4.7,58,3.9,12.5,81.9,22,8.8,19.2,16.3,18.8,28.7
3016,Lillehammerregionen,2015,Region,3016,Lillehammerregionen,,,4316,38775,3.7,7,62.5,1.3,5.6,5,101.6,5.6,3.8,0,0,3.4,286.4,10.7,1,77,56,4.2,5.8,168,1,0.2,0.1,2.5,45,0.2,4.4,65,1.8,33.4,87.3,32.6,8.8,22.5,16.5,17.2,28.1
3017,Midt-Gudbrandsdal,2012,Region,3017,Midt-Gudbrandsdal,,,1591,13516,1.7,62,44.5,1.1,3,0.9,43.4,1,0.4,4.8,22.2,3.2,431.5,10.4,0.7,72,69,4.9,2.7,126.4,0.3,0,0.1,3.4,17,0.2,4.4,68,0,55.6,18.5,57.7,8.5,17.4,23.6,7.7,12.1
3017,Midt-Gudbrandsdal,2013,Region,3017,Midt-Gudbrandsdal,,,1544,13451,2,39,33.6,1.3,3.9,0.9,41.1,0.6,0.3,4.5,11.6,3.2,433.6,10,0.5,74,72,4.4,2.7,121.9,0,0,0,3.5,15,0.3,4.6,56,2.2,40.3,14.9,58,8.3,18.4,23.6,12,12.2
3017,Midt-Gudbrandsdal,2014,Region,3017,Midt-Gudbrandsdal,,,1529,13417,2,51,35.6,1,2.9,0.9,67.9,0.6,0.2,4.5,11.6,3.2,434.7,9.5,0.5,76,76,4.4,2.6,125.8,1.3,0,0.1,3.5,13,0.3,5.1,60,0.5,59.4,190.1,58.1,8.3,16.4,22.5,11.3,12.2
3017,Midt-Gudbrandsdal,2015,Region,3017,Midt-Gudbrandsdal,,,1482,13357,2.2,50,57.1,0.7,3.2,0.7,70.2,0.6,0.1,0,0,1.9,219.6,10.5,0.6,76,73,4.6,2.6,121.9,0.7,0,0,3.4,14,0.2,5.5,28,2.6,98.2,7.5,60.1,8.9,18.3,23,17.2,19.5
3018,Nord-Gudbrandsdal,2012,Region,3018,Nord-Gudbrandsdal,,,2253,19183,1.7,67,20.8,0.6,2.1,1.3,34.6,1.8,0.6,4.2,6.9,3.3,49.7,16.9,0.9,68,64,6.8,4.8,198.6,1.3,0.1,0.3,3.9,14,0.2,4.1,71,0.8,50.1,2,23,11.6,17.7,15.3,9.3,36.8
3018,Nord-Gudbrandsdal,2013,Region,3018,Nord-Gudbrandsdal,,,2210,19065,1.9,51,11.9,1,2.5,1.1,34.5,1.8,0.4,3.9,12,3.4,50,16.5,0.9,71,60,6.9,5.3,201.7,1.3,0.1,0.3,3.5,12,0.3,4.5,39,0,315.6,7.8,23.1,15.7,21.7,15.5,25.3,37
3018,Nord-Gudbrandsdal,2014,Region,3018,Nord-Gudbrandsdal,,,2168,19045,2.1,31,14.4,0.9,2.6,1.2,36.2,1.2,0.4,3.9,12,3.4,50.1,18.6,0.9,68,55,6.9,4.9,202.4,0.9,0.1,0,3.4,16,0.3,5.6,14,0.7,696,15.2,23.2,16.7,16,14.7,18.6,37.1
3018,Nord-Gudbrandsdal,2015,Region,3018,Nord-Gudbrandsdal,,,2134,18906,2.2,40,13.2,0.7,2.5,1.1,37.7,2.4,0.2,0,0,2.2,63.5,18.1,1.1,67,58,6.7,4.9,212,1.6,0.1,0,3.3,20,0.3,5.7,14,1.3,640.4,25.9,22.2,18.7,17.1,13.7,20,39.7
3019,Valdres,2012,Region,3019,Valdres,,,2061,17955,2.7,32,13.1,1.7,5.7,2.8,29,2.1,0.5,5.1,15.2,2.3,595.1,26.7,1.1,60,59,5.5,4.1,176.6,0.8,0.1,0.2,5.9,8,0.4,5.8,42,3.8,53.3,81.5,9.4,13,21.1,12.8,6.3,22.6
3019,Valdres,2013,Region,3019,Valdres,,,2066,17953,2.8,35,15,1.3,5.1,2.1,63.7,2.3,0.7,5.5,18.5,2.3,595.2,26.1,1.1,65,57,5.4,4.3,168.2,0.9,0.1,0.1,5,13,0.4,5.3,24,2.7,123.5,121.9,9.4,11.8,15.5,14.2,9.7,22.6
3019,Valdres,2014,Region,3019,Valdres,,,2027,17960,2.8,37,11.4,1.3,5.3,5.1,37.1,2.3,0.6,5.5,18.5,2.3,594.9,22.7,1,66,63,5.4,4.5,172.8,0.8,0.1,0.1,5.5,2,0.4,6.6,5,1.1,70.5,140.8,9.4,12.2,17.1,14.1,12.5,22.6
3019,Valdres,2015,Region,3019,Valdres,,,2015,17815,2.8,41,42.7,1.2,5.2,6.5,32.5,2,0.5,0,0,2.8,766.9,24.3,1.2,68,64,5.7,5.1,169.7,0.6,0.1,0.1,5.5,4,0.4,6.1,17,0.5,167.4,181.7,8.7,11.8,16.5,14.9,15,25.1
3020,Drammensregionen,2012,Region,3020,Drammensregionen,,,14983,122270,2.4,23,18.9,1.6,2.8,2.6,53.4,0.4,0.1,2.1,4.9,0.8,66.2,75.8,2.9,25,14,4.8,4.8,145,0.8,0.1,0.1,1.3,79,0.1,4.8,60,2.2,0,27.6,0,1.9,11.4,9.7,6.1,8.3
3020,Drammensregionen,2013,Region,3020,Drammensregionen,,,15072,123560,2.6,19,16.1,1.8,2.6,2.3,54.4,0.5,0.2,2.6,4.1,0.8,65.5,72.9,2.9,25,10,4.5,4.8,137.6,1.1,0.1,0.1,1.3,77,0.1,4.7,56,3,5.3,44.5,0,1.4,10,9.7,7.6,8.2
3020,Drammensregionen,2014,Region,3020,Drammensregionen,,,15352,124959,2.5,26,14.4,1.7,2.3,2,52.7,0.5,0.1,2.5,4,0.8,64.8,73.1,2.7,26,7,4.3,4.6,132.3,0.9,0.1,0.1,1.3,76,0.1,5,65,2.6,6.6,33.6,0,1.4,11.1,9.6,7.7,8.1
3020,Drammensregionen,2015,Region,3020,Drammensregionen,,,15519,126432,2.4,24,21,2,2.3,1.9,55.3,0.5,0.2,0,0,1.1,135.5,70.2,2.9,29,8,4.1,4.8,125.8,1.2,0.1,0,1.3,79,0.1,4.8,74,3.9,9.7,30.7,0,1.4,11.3,9,9.3,9.2
